data
"speed:[59, -50, -49, 58], angle:[8748, 23754, 254, 7082], timestamp:[39930, 39931, 39933, 39934], state:[0, 0, 0, 0]"
"speed:[30, -19, -26, 20], angle:[10862, 22106, 31073, 8780], timestamp:[39990, 39991, 39993, 39994], state:[0, 0, 0, 0]"
"speed:[84, -60, -65, 53], angle:[13165, 20320, 29178, 10562], timestamp:[40050, 40051, 40053, 40054], state:[0, 0, 0, 0]"
"speed:[28, -30, -20, 32], angle:[15760, 17578, 26548, 13487], timestamp:[40110, 40111, 40113, 40114], state:[0, 0, 0, 0]"
"speed:[18, -25, -19, 18], angle:[16398, 16829, 25975, 14453], timestamp:[40170, 40171, 40173, 40174], state:[0, 0, 0, 0]"
"speed:[46, -41, -40, 57], angle:[18328, 14156, 23969, 16509], timestamp:[40230, 40231, 40233, 40234], state:[0, 0, 0, 0]"
"speed:[23, -5, -26, 12], angle:[19484, 12556, 22597, 18262], timestamp:[40290, 40291, 40293, 40294], state:[0, 0, 0, 0]"
"speed:[16, -40, -36, 27], angle:[20415, 11798, 21461, 18861], timestamp:[40350, 40351, 40353, 40354], state:[0, 0, 0, 0]"
"speed:[18, -21, -22, 21], angle:[21693, 9947, 20198, 20863], timestamp:[40410, 40411, 40413, 40414], state:[0, 0, 0, 0]"
"speed:[5, -9, -5, 9], angle:[22210, 9332, 19655, 21370], timestamp:[40470, 40471, 40473, 40474], state:[0, 0, 0, 0]"
"speed:[10, -18, -16, 22], angle:[22838, 8446, 19128, 22281], timestamp:[40530, 40531, 40533, 40534], state:[0, 0, 0, 0]"
"speed:[11, -7, -7, 6], angle:[23380, 7743, 18508, 23043], timestamp:[40590, 40591, 40593, 40594], state:[0, 0, 0, 0]"
"speed:[8, -5, -4, 5], angle:[23756, 7397, 18217, 23336], timestamp:[40650, 40651, 40653, 40654], state:[0, 0, 0, 0]"
"speed:[4, -5, -9, 2], angle:[24003, 7161, 18011, 23532], timestamp:[40710, 40711, 40713, 40714], state:[0, 0, 0, 0]"
"speed:[0, -7, 2, -3], angle:[24173, 6982, 17835, 23702], timestamp:[40770, 40771, 40773, 40774], state:[0, 0, 0, 0]"
"speed:[125, -69, -53, 46], angle:[25980, 6032, 16160, 24386], timestamp:[40830, 40831, 40833, 40834], state:[0, 0, 0, 0]"
"speed:[85, -73, -64, 78], angle:[30649, 1585, 12778, 29144], timestamp:[40890, 40891, 40893, 40894], state:[0, 0, 0, 0]"
"speed:[30, -43, -28, 28], angle:[88, 31405, 10423, 32011], timestamp:[40950, 40951, 40953, 40954], state:[0, 0, 0, 0]"
"speed:[43, -42, -49, 38], angle:[1617, 29692, 8777, 963], timestamp:[41010, 41011, 41013, 41014], state:[0, 0, 0, 0]"
"speed:[36, -49, -51, 68], angle:[4357, 26416, 5982, 4059], timestamp:[41070, 41071, 41073, 41074], state:[0, 0, 0, 0]"
"speed:[14, -18, -8, 21], angle:[5238, 24976, 5004, 5595], timestamp:[41130, 41131, 41133, 41134], state:[0, 0, 0, 0]"
"speed:[45, -59, -49, 41], angle:[6591, 22949, 3664, 7021], timestamp:[41190, 41191, 41193, 41194], state:[0, 0, 0, 0]"
"speed:[16, -16, -10, 13], angle:[8262, 20997, 1851, 9026], timestamp:[41250, 41251, 41253, 41254], state:[0, 0, 0, 0]"
"speed:[18, -23, -21, 6], angle:[9290, 20730, 1296, 9554], timestamp:[41310, 41311, 41313, 41314], state:[0, 0, 0, 0]"
"speed:[11, -31, -17, 30], angle:[10204, 19055, 32691, 10783], timestamp:[41370, 41371, 41373, 41374], state:[0, 0, 0, 0]"
